time,body,x,y,z,vx,vy,vz,energy_error,angular_momentum_error
559000,Body2,-1925126.342745265,6087766.019021998,0,-16.28069794989941,-1.672172165121912,0,-1.246529017034648e-09,6.096302094599605e-15
559000,Body3,894039.3126388532,-7416312.617615425,0,93.4334379576555,-21.77347614298853,0,-1.246529017034648e-09,6.096302094599605e-15
560000,Body1,1791520.46677482,-5931702.631937769,0,15.07276817894454,1.910444144759061,0,-1.386323541441492e-09,5.22540179537109e-15
560000,Body2,-1941400.782745094,6086073.528454546,0,-16.26816706277094,-1.712797188149058,0,-1.386323541441492e-09,5.22540179537109e-15
560000,Body3,988031.5970344937,-7437089.651695086,0,94.53988838262231,-19.76469566103955,0,-1.386323541441492e-09,5.22540179537109e-15
561000,Body1,1806581.696872466,-5929782.340900407,0,15.04980556297161,1.929972656095926,0,-1.526625983433172e-09,4.354501496142575e-15
561000,Body2,-1957662.646972843,6084340.448216668,0,-16.25554647276225,-1.753351491131359,0,-1.526625983433172e-09,4.354501496142575e-15
561000,Body3,1083095.010044803,-7455810.731643456,0,95.57409097904807,-17.66211649649576,0,-1.526625983433172e-09,4.354501496142575e-15
562000,Body1,1821620.32103889,-5927843.009865164,0,15.02757239628185,1.948531800057211,0,-1.664923114983889e-09,4.572226570949704e-15
562000,Body2,-1973911.845926562,6082566.849073369,0,-16.24283658162991,-1.793834983713482,0,-1.664923114983889e-09,4.572226570949704e-15
562000,Body3,1179152.488774416,-7472383.92083746,0,96.52641853479125,-15.46968163441179,0,-1.664923114983889e-09,4.572226570949704e-15
563000,Body1,1836637.11665902,-5925885.582963848,0,15.0061641853114,1.9661743210946,0,-1.79842093749307e-09,5.443126870178218e-15
563000,Body2,-1990148.290505716,6080752.8018813,0,-16.23003779041348,-1.834247572965777,0,-1.79842093749307e-09,5.443126870178218e-15
